"Year","Month","Day","Time","Lattitude","Longitude","Status","Storm_Category","Wind_Speed","Pressure","Diameter_of_Tropical_Storm","Force_of_Hurricane","Rain_Level"
1989,9,1,12,12.3,-35.1,"hurricane",1,65,987,NA,NA,13.0159406349332
1989,9,1,18,12.8,-36.8,"hurricane",1,65,987,NA,NA,16.8209769896326
1989,9,2,0,13.4,-38.6,"hurricane",1,75,980,NA,NA,15.1163440202763
1989,9,2,6,13.9,-40.3,"hurricane",1,80,977,NA,NA,10.8984474915018
1989,9,2,12,14.4,-42,"hurricane",2,85,974,NA,NA,9.95217829369893
1989,9,2,18,14.8,-43.8,"hurricane",2,90,970,NA,NA,10.2809590125806
1989,9,3,0,15.2,-45.5,"hurricane",2,95,966,NA,NA,11.0063870219541
1989,9,3,6,15.6,-47.2,"hurricane",3,100,960,NA,NA,14.0340175150271
1989,9,3,12,16.1,-48.8,"hurricane",3,105,948,NA,NA,10.3914830664067
1989,9,3,18,16.5,-50.3,"hurricane",3,105,937,NA,NA,11.3768026229703
1989,9,3,20,16.8,-50.9,"hurricane",3,105,935,NA,NA,10.6124361775119
1989,9,4,0,17,-51.5,"hurricane",3,105,937,NA,NA,7.94377394698875
1989,9,4,6,17.4,-52.7,"hurricane",3,110,940,NA,NA,10.9468129117195
1989,9,4,12,18,-53.8,"hurricane",4,115,942,NA,NA,8.1986216804811
1989,9,4,18,18.6,-54.8,"hurricane",4,120,942,NA,NA,6.4461672082098
1989,9,5,0,19.3,-55.7,"hurricane",4,125,944,NA,NA,5.58502571154719
1989,9,5,6,19.9,-56.5,"hurricane",4,125,941,NA,NA,8.93511670181933
1989,9,5,12,20.6,-57.2,"hurricane",4,125,941,NA,NA,9.99372364828083
1989,9,5,18,21.4,-57.8,"hurricane",4,125,941,NA,NA,7.81159994403859
1989,9,6,0,22.2,-58.3,"hurricane",4,125,944,NA,NA,7.83971029819382
1989,9,6,6,23.1,-58.8,"hurricane",4,120,942,NA,NA,7.60028459423603
1989,9,6,12,24,-59.3,"hurricane",4,120,944,NA,NA,11.052243436714
1989,9,6,18,25.1,-59.8,"hurricane",4,120,944,NA,NA,5.47926928224344
1989,9,7,0,26.4,-60,"hurricane",4,120,943,NA,NA,9.26154723984611
1989,9,7,6,27.7,-60,"hurricane",3,105,948,NA,NA,10.9189454854628
1989,9,7,12,29,-59.9,"hurricane",2,95,950,NA,NA,9.4918000817963
1989,9,7,18,30.5,-59.8,"hurricane",2,95,951,NA,NA,6.70446668443376
1989,9,8,0,32.1,-59.6,"hurricane",2,95,951,NA,NA,10.2707904223882
1989,9,8,6,33.7,-59.6,"hurricane",2,90,955,NA,NA,9.54932753117151
1989,9,8,12,35.1,-59.6,"hurricane",2,85,961,NA,NA,8.97794774561858
1989,9,8,18,36.4,-59.7,"hurricane",1,80,970,NA,NA,11.2936286304048
1989,9,9,0,37.2,-59.8,"hurricane",1,75,979,NA,NA,13.4749043327064
1989,9,9,6,38,-59.9,"hurricane",1,70,987,NA,NA,15.9104262433471
1989,9,9,12,38.5,-60,"hurricane",1,65,988,NA,NA,15.0202976646853
1989,9,9,18,38.9,-60.1,"hurricane",1,65,990,NA,NA,15.0595180891911
1989,9,10,0,39.1,-60.3,"hurricane",1,65,990,NA,NA,14.853573306828
1989,9,10,6,39.1,-60.4,"tropical storm",NA,60,994,NA,NA,18.9866889373611
1989,9,10,12,39.1,-60.6,"tropical storm",NA,60,996,NA,NA,18.8366336870028
1989,9,10,18,39.1,-61.1,"tropical storm",NA,55,998,NA,NA,18.3979037285229
1989,9,11,0,39.1,-61.6,"tropical storm",NA,50,1000,NA,NA,21.3332699683767
1989,9,11,6,39,-62,"tropical storm",NA,45,1002,NA,NA,21.5630339815861
1989,9,11,12,39.4,-62,"tropical storm",NA,40,1003,NA,NA,24.873617151889
1989,9,11,18,39.9,-61.3,"tropical storm",NA,35,1005,NA,NA,26.1992523595056
1989,9,12,0,40.2,-60.6,"tropical storm",NA,35,1005,NA,NA,29.933645908402
1989,9,12,6,40.3,-59.7,"tropical storm",NA,35,1006,NA,NA,26.1349088590917
1989,9,12,12,40.5,-58.7,"tropical depression",NA,30,1007,NA,NA,33.2330754661965
1989,9,12,18,41,-57.1,"tropical depression",NA,30,1008,NA,NA,36.1107606082448
1989,9,13,0,41.8,-55.3,"tropical depression",NA,30,1009,NA,NA,31.8360010969289
1989,9,13,6,42.7,-53.5,"tropical depression",NA,30,1010,NA,NA,31.716094559037
1989,9,13,12,43.8,-51.5,"tropical depression",NA,30,1010,NA,NA,34.6753452209124
1989,9,10,12,13.2,-20,"tropical depression",NA,25,1010,NA,NA,41.3292309454357
1989,9,10,18,13.3,-21.8,"tropical depression",NA,25,1010,NA,NA,39.0187661091082
1989,9,11,0,13.2,-23.7,"tropical depression",NA,30,1009,NA,NA,32.8928669072155
1989,9,11,6,13,-25.5,"tropical depression",NA,30,1007,NA,NA,33.5083539541122
1989,9,11,12,12.8,-27.3,"tropical depression",NA,30,1005,NA,NA,35.1927892132995
1989,9,11,18,12.5,-29.2,"tropical storm",NA,35,1003,NA,NA,28.5433291820504
1989,9,12,0,12.5,-31,"tropical storm",NA,40,1002,NA,NA,22.5742855586018
1989,9,12,6,12.5,-32.9,"tropical storm",NA,45,1000,NA,NA,21.6349281653874
1989,9,12,12,12.5,-34.8,"tropical storm",NA,45,998,NA,NA,21.9987219470806
1989,9,12,18,12.6,-36.7,"tropical storm",NA,50,996,NA,NA,22.2299526543407
1989,9,13,0,12.6,-38.2,"tropical storm",NA,55,994,NA,NA,17.0989434310214
1989,9,13,6,12.7,-40,"tropical storm",NA,55,992,NA,NA,19.9174819802343
1989,9,13,12,12.8,-41.8,"tropical storm",NA,60,990,NA,NA,14.7218615288101
1989,9,13,18,12.8,-43.5,"hurricane",1,65,987,NA,NA,15.0363183603351
1989,9,14,0,12.9,-44.9,"hurricane",1,70,984,NA,NA,16.5747609548861
1989,9,14,6,13,-46.3,"hurricane",1,80,980,NA,NA,12.4726721164193
1989,9,14,12,13.2,-47.8,"hurricane",2,85,975,NA,NA,13.5116287375435
1989,9,14,18,13.6,-49.1,"hurricane",2,90,970,NA,NA,9.21124069136016
1989,9,15,0,13.8,-50.5,"hurricane",3,100,962,NA,NA,12.4594547134531
1989,9,15,6,14,-51.9,"hurricane",3,110,957,NA,NA,9.60425587679005
1989,9,15,12,14.2,-53.3,"hurricane",4,125,940,NA,NA,7.79993780808392
1989,9,15,18,14.6,-54.6,"hurricane",5,140,918,NA,NA,6.03914681800266
1989,9,16,0,14.8,-56.1,"hurricane",4,135,923,NA,NA,5.71415152168628
1989,9,16,6,15.1,-57.3,"hurricane",4,130,927,NA,NA,7.99351262081347
1989,9,16,12,15.4,-58.4,"hurricane",4,120,940,NA,NA,11.5373357035573
1989,9,16,18,15.8,-59.4,"hurricane",4,120,941,NA,NA,9.60736538174194
1989,9,17,0,16.1,-60.4,"hurricane",4,120,941,NA,NA,7.25398260155961
1989,9,17,5,16.3,-61.3,"hurricane",4,120,941,NA,NA,4.96944798741405
1989,9,17,6,16.4,-61.5,"hurricane",4,120,943,NA,NA,9.64340137999991
1989,9,17,12,16.6,-62.5,"hurricane",4,125,949,NA,NA,3.60894847758681
1989,9,17,18,16.9,-63.5,"hurricane",4,125,945,NA,NA,6.42927067228075
1989,9,18,0,17.2,-64.1,"hurricane",4,130,934,NA,NA,7.32962382902673
1989,9,18,6,17.7,-64.8,"hurricane",4,120,940,NA,NA,6.47211607586182
1989,9,18,12,18.2,-65.5,"hurricane",3,110,945,NA,NA,7.91779612223085
1989,9,18,13,18.3,-65.6,"hurricane",3,110,946,NA,NA,9.26848382541315
1989,9,18,18,19.1,-66.4,"hurricane",3,105,958,NA,NA,9.95634142280989
1989,9,19,0,19.7,-66.8,"hurricane",3,100,959,NA,NA,8.93551933250181
1989,9,19,6,20.7,-67.3,"hurricane",2,90,962,NA,NA,9.82728110723841
1989,9,19,12,21.6,-68,"hurricane",2,90,964,NA,NA,9.07921836377757
1989,9,19,18,22.6,-68.6,"hurricane",2,90,966,NA,NA,7.82950180371858
1989,9,20,0,23.5,-69.3,"hurricane",2,90,957,NA,NA,8.22209659886684
1989,9,20,6,24.4,-70.1,"hurricane",2,90,957,NA,NA,6.67521075190553
1989,9,20,12,25.2,-71,"hurricane",2,95,958,NA,NA,10.2679751550965
1989,9,20,18,26.3,-72.2,"hurricane",2,95,953,NA,NA,8.46650176160643
1989,9,21,0,27.2,-73.4,"hurricane",3,100,950,NA,NA,13.8700540051199
1989,9,21,6,28,-74.9,"hurricane",3,100,950,NA,NA,9.68170937459719
1989,9,21,12,29,-76.1,"hurricane",3,110,948,NA,NA,10.3829172702752
1989,9,21,18,30.2,-77.5,"hurricane",4,120,944,NA,NA,7.28925058241538
1989,9,22,0,31.7,-78.8,"hurricane",4,120,935,NA,NA,6.89353751047597
1989,9,22,4,32.8,-79.8,"hurricane",4,120,934,NA,NA,9.06994505190135
1989,9,22,6,33.5,-80.3,"hurricane",2,85,952,NA,NA,11.7382489859077
1989,9,22,12,35.9,-81.7,"tropical storm",NA,55,975,NA,NA,17.3025670264932
1989,9,22,18,38.5,-81.8,"tropical storm",NA,40,987,NA,NA,26.2827011109131
1989,9,23,0,42.2,-80.2,"extratropical",NA,35,988,NA,NA,31.3722744086692
1989,9,23,6,46,-74.5,"extratropical",NA,40,990,NA,NA,23.7806026397644
1989,9,23,12,49,-69,"extratropical",NA,40,992,NA,NA,27.1168673885773
1989,9,23,18,51,-65,"extratropical",NA,40,993,NA,NA,24.8565723610024
1989,9,24,0,52,-62,"extratropical",NA,40,994,NA,NA,25.0316946060207
1989,9,24,6,52.5,-60.5,"extratropical",NA,40,993,NA,NA,26.446876858292
1989,9,24,12,53,-59.5,"extratropical",NA,40,991,NA,NA,25.5649670298906
1989,9,24,18,53.5,-58.5,"extratropical",NA,40,989,NA,NA,22.7832760506823
1989,9,25,0,54,-57,"extratropical",NA,40,983,NA,NA,24.6330157509464
1989,9,25,6,56,-52,"extratropical",NA,40,979,NA,NA,26.6428336957771
1989,9,25,12,58,-46,"extratropical",NA,40,974,NA,NA,24.6857871639413
1989,9,16,18,11.3,-44,"tropical depression",NA,25,1017,NA,NA,42.4198047318455
1989,9,17,0,11.2,-46,"tropical depression",NA,30,1010,NA,NA,34.8395930192235
1989,9,17,6,11.2,-48,"tropical depression",NA,30,1009,NA,NA,37.9585289985393
1989,9,17,12,11.3,-50,"tropical depression",NA,30,1008,NA,NA,35.1434259657594
1989,9,17,18,11.5,-51.7,"tropical depression",NA,30,1007,NA,NA,34.6651169910139
1989,9,18,0,11.9,-53.2,"tropical storm",NA,35,1005,NA,NA,31.8232302762144
1989,9,18,6,12.6,-54.6,"tropical storm",NA,35,1004,NA,NA,30.3093988915664
1989,9,18,12,14,-55.5,"tropical storm",NA,40,1003,NA,NA,26.1135924337853
1989,9,18,18,15.6,-56.1,"tropical storm",NA,45,1002,NA,NA,25.7346757592894
1989,9,19,0,17,-56.8,"tropical storm",NA,50,1001,NA,NA,16.7903976341332
1989,9,19,6,18.1,-57.5,"tropical storm",NA,55,1001,NA,NA,17.5240595686104
1989,9,19,12,19.2,-58.2,"tropical storm",NA,60,1001,NA,NA,16.5887959799451
1989,9,19,18,20,-59.2,"tropical storm",NA,60,1001,NA,NA,18.0131447911925
1989,9,20,0,20.5,-60.3,"tropical storm",NA,50,1002,NA,NA,16.8132199831877
1989,9,20,6,20.9,-61.3,"tropical storm",NA,40,1003,NA,NA,31.7589692276356
1989,9,20,12,21.3,-62.2,"tropical storm",NA,35,1005,NA,NA,29.9561132618981
1989,9,20,18,21.7,-63.1,"tropical storm",NA,35,1007,NA,NA,26.7421152956507
1989,9,21,0,21.9,-64.1,"tropical depression",NA,30,1008,NA,NA,33.642701427823
1989,9,21,6,22.2,-65.1,"tropical depression",NA,30,1010,NA,NA,32.3348802022981
1989,9,21,12,22.4,-66,"tropical depression",NA,25,1011,NA,NA,38.6371053714206
1989,9,21,18,22.5,-67,"tropical depression",NA,25,1012,NA,NA,42.339623401245
1989,10,12,12,19.4,-92.4,"tropical depression",NA,25,1009,NA,NA,41.4742367825741
1989,10,12,18,19.8,-92.7,"tropical depression",NA,30,1006,NA,NA,32.3132259433148
1989,10,13,0,20.4,-93,"tropical storm",NA,35,1004,NA,NA,27.2104619614004
1989,10,13,6,21,-93.2,"tropical storm",NA,40,1001,NA,NA,21.2529310824238
1989,10,13,12,21.7,-93.3,"tropical storm",NA,45,997,NA,NA,22.1894135046256
1989,10,13,18,22.6,-93.4,"tropical storm",NA,50,995,NA,NA,20.2763933836137
1989,10,14,0,23.5,-93.5,"tropical storm",NA,55,991,NA,NA,20.3088754728503
1989,10,14,6,24.2,-93.3,"tropical storm",NA,55,992,NA,NA,19.2814271056472
1989,10,14,12,24.6,-93.1,"tropical storm",NA,55,992,NA,NA,18.0678831335105
1989,10,14,18,25,-92.8,"tropical storm",NA,55,994,NA,NA,15.3309047163887
1989,10,15,0,25.8,-93.1,"tropical storm",NA,55,994,NA,NA,18.4055407404507
1989,10,15,6,26.5,-93.4,"tropical storm",NA,55,994,NA,NA,15.1514293841624
1989,10,15,12,27.3,-94,"tropical storm",NA,60,991,NA,NA,22.7477127696443
1989,10,15,18,28.1,-94.6,"hurricane",1,65,986,NA,NA,15.173302674851
1989,10,15,21,28.6,-94.8,"hurricane",1,70,982,NA,NA,17.9219203408311
1989,10,16,0,29.1,-95,"hurricane",1,75,983,NA,NA,14.8041691581404
1989,10,16,0,29.2,-95,"hurricane",1,75,983,NA,NA,16.7935596671587
1989,10,16,6,30.4,-94.9,"tropical storm",NA,35,991,NA,NA,26.9920198674108
1989,10,16,12,32,-94.5,"tropical depression",NA,20,1000,NA,NA,50.5052829005825
1989,10,16,18,33.8,-93.8,"tropical depression",NA,15,1009,NA,NA,70.0565661776172
1989,11,28,12,17.1,-84,"tropical depression",NA,25,1005,NA,NA,42.7761646543813
1989,11,28,18,18,-84.8,"tropical depression",NA,30,1004,NA,NA,34.214900549973
1989,11,29,0,19,-85.1,"tropical depression",NA,30,1004,NA,NA,32.6198064373874
1989,11,29,6,19.5,-85.1,"tropical depression",NA,30,1005,NA,NA,35.3328316544924
1989,11,29,12,20,-85,"tropical depression",NA,30,1005,NA,NA,32.8779483805458
1989,11,29,18,20.4,-84.6,"tropical depression",NA,30,1005,NA,NA,35.045634718302
1989,11,30,0,20.8,-84.2,"tropical storm",NA,35,1004,NA,NA,24.451210610539
1989,11,30,6,20.8,-83.6,"tropical storm",NA,45,1003,NA,NA,23.783588799545
1989,11,30,12,20.8,-83.4,"tropical storm",NA,50,1001,NA,NA,23.1581800088483
1989,11,30,18,20.5,-83.1,"tropical storm",NA,50,1000,NA,NA,19.1313053488236
1989,12,1,0,19.9,-83.1,"tropical storm",NA,45,1001,NA,NA,21.6239590845724
1989,12,1,6,19.3,-83.2,"tropical storm",NA,40,1002,NA,NA,25.5941210151352
1989,12,1,12,19,-83.3,"tropical storm",NA,35,1003,NA,NA,26.8146603393684
1989,12,1,18,18.5,-84,"tropical storm",NA,35,1005,NA,NA,29.7424487804852
1989,12,2,0,18,-84.5,"tropical storm",NA,35,1005,NA,NA,30.3842938163415
1989,12,2,6,17.8,-84.9,"tropical storm",NA,35,1005,NA,NA,27.8480102595362
1989,12,2,12,17.5,-85.5,"tropical storm",NA,35,1006,NA,NA,28.7457516158123
1989,12,2,18,17.5,-85.5,"tropical storm",NA,35,1007,NA,NA,26.0437437378515
1989,12,3,0,17.5,-85.5,"tropical storm",NA,35,1007,NA,NA,28.8818821371015
1989,12,3,6,17.4,-85.3,"tropical storm",NA,40,1005,NA,NA,25.4295657254762
1989,12,3,12,17.2,-85,"tropical storm",NA,40,1004,NA,NA,28.5012881230212
1989,12,3,18,17,-84.5,"tropical storm",NA,40,1001,NA,NA,23.7561392879656
1989,12,4,0,16.5,-83.9,"tropical storm",NA,35,1002,NA,NA,29.9548019184328
1989,12,4,6,16.5,-83.9,"tropical depression",NA,30,1005,NA,NA,33.2048985717107
1990,7,22,6,8.8,-41.9,"tropical depression",NA,25,1010,NA,NA,36.3932108266931
1990,7,22,12,8.9,-43.2,"tropical depression",NA,25,1010,NA,NA,42.368573587495
1990,7,22,18,9.3,-44.6,"tropical depression",NA,25,1010,NA,NA,39.1976982788919
1990,7,23,0,9.3,-46.4,"tropical depression",NA,25,1010,NA,NA,40.0814762474524
1990,7,23,6,9.2,-48.4,"tropical depression",NA,25,1010,NA,NA,44.0763088598374
1990,7,23,12,9.2,-50.3,"tropical depression",NA,25,1010,NA,NA,41.8683255717273
1990,7,23,18,9.4,-52.1,"tropical depression",NA,25,1009,NA,NA,37.6587958155807
1990,7,24,0,9.7,-53.7,"tropical depression",NA,30,1008,NA,NA,32.339847542105
1990,7,24,6,10.1,-55.3,"tropical depression",NA,30,1007,NA,NA,37.6159967469329
1990,7,24,12,10.5,-56.8,"tropical storm",NA,35,1006,NA,NA,26.7102511516687
1990,7,24,18,10.8,-58.5,"tropical storm",NA,35,1005,NA,NA,27.5480899331476
1990,7,25,0,11.1,-60,"tropical storm",NA,40,1004,NA,NA,25.4007319108536
1990,7,25,6,11.7,-61.3,"tropical storm",NA,45,1003,NA,NA,21.1857401742049
1990,7,25,12,12.4,-62.5,"tropical storm",NA,50,1001,NA,NA,16.2301659502333
1990,7,25,18,13.1,-63.7,"tropical storm",NA,60,995,NA,NA,13.9495024316197
1990,7,26,0,13.7,-65,"tropical storm",NA,60,997,NA,NA,17.2998488263322
1990,7,26,6,14.2,-66.4,"tropical storm",NA,50,1000,NA,NA,17.9196964210753
1990,7,26,12,14.8,-67.9,"tropical storm",NA,45,1002,NA,NA,22.4308765947063
1990,7,26,18,15.6,-69.8,"tropical storm",NA,40,1007,NA,NA,24.4185539064769
1990,7,27,0,16.2,-71.8,"tropical storm",NA,35,1009,NA,NA,31.8375921687307
1990,7,27,6,16.6,-73.8,"tropical depression",NA,30,1010,NA,NA,31.4247576731956
1990,7,27,12,16.5,-75.6,"tropical depression",NA,30,1010,NA,NA,31.0805126437637
1990,7,24,12,34,-75,"subtropical depression",NA,20,1012,NA,NA,51.9320528482404
1990,7,24,18,33.6,-73.8,"subtropical depression",NA,20,1013,NA,NA,52.7696534464378
1990,7,25,0,33,-72.7,"subtropical depression",NA,20,1013,NA,NA,48.8048535573992
1990,7,25,6,32.1,-71.9,"subtropical depression",NA,20,1013,NA,NA,50.4082951026644
1990,7,25,12,31.2,-71.8,"subtropical depression",NA,20,1012,NA,NA,51.1777340489009
1990,7,25,18,30.7,-72.2,"subtropical depression",NA,25,1011,NA,NA,39.6017856595116
1990,7,26,0,30.5,-72.8,"subtropical depression",NA,25,1010,NA,NA,37.3032716539267
1990,7,26,6,30.3,-73.4,"subtropical depression",NA,25,1010,NA,NA,38.6718729693695
1990,7,26,12,30.1,-74,"subtropical depression",NA,25,1010,NA,NA,39.2381201343675
1990,7,26,18,29.8,-74.6,"subtropical depression",NA,25,1010,NA,NA,38.9291075147997
1990,7,27,0,29.6,-75.2,"subtropical depression",NA,25,1009,NA,NA,40.6984091116839
1990,7,27,6,29.3,-75.6,"tropical depression",NA,30,1008,NA,NA,33.876996591402
1990,7,27,12,29.1,-75.8,"tropical depression",NA,30,1008,NA,NA,33.5396188316334
1990,7,27,18,28.8,-76,"tropical depression",NA,30,1007,NA,NA,34.8772484162917
1990,7,28,0,28.6,-75.8,"tropical storm",NA,35,1005,NA,NA,30.2191704079313
1990,7,28,6,28.8,-75.4,"tropical storm",NA,40,1003,NA,NA,24.4960754579298
1990,7,28,12,29.1,-74.8,"tropical storm",NA,45,1000,NA,NA,20.1737919823257
1990,7,28,18,29.6,-74.2,"tropical storm",NA,55,995,NA,NA,17.8551938797075
1990,7,29,0,30.2,-73.6,"hurricane",1,65,990,NA,NA,17.914704185939
1990,7,29,6,30.8,-73,"hurricane",1,65,988,NA,NA,15.160097572869
1990,7,29,12,31.3,-72.2,"hurricane",1,65,989,NA,NA,16.4251949883747
1990,7,29,18,31.9,-71.2,"tropical storm",NA,60,990,NA,NA,17.8642522743424
1990,7,30,0,32.7,-70.2,"tropical storm",NA,60,989,NA,NA,16.0631163774812
1990,7,30,6,33.7,-69.2,"tropical storm",NA,60,987,NA,NA,16.595967771886
1990,7,30,12,34.7,-68.3,"hurricane",1,65,985,NA,NA,15.2400914931655
1990,7,30,18,35.7,-67.5,"hurricane",1,65,979,NA,NA,16.4720316807792
1990,7,31,0,36.6,-67,"hurricane",1,70,974,NA,NA,14.777560346997
1990,7,31,6,37.5,-66.5,"hurricane",1,65,975,NA,NA,8.45833648471677
1990,7,31,12,38.3,-65.9,"hurricane",1,65,976,NA,NA,16.4166024911189
1990,7,31,18,39,-65.3,"hurricane",1,65,977,NA,NA,18.654771073771
1990,8,1,0,39.6,-64.5,"hurricane",1,65,977,NA,NA,11.1617857523278
1990,8,1,6,40.3,-63.7,"hurricane",1,65,977,NA,NA,16.3419790940272
1990,8,1,12,41.1,-62.7,"hurricane",1,65,977,NA,NA,15.2114357320946
1990,8,1,18,42.4,-61.5,"hurricane",1,65,975,NA,NA,14.817541791849
1990,8,2,0,44.2,-60.5,"hurricane",1,70,973,NA,NA,15.9132394825007
1990,8,2,6,46,-60,"extratropical",NA,60,978,NA,NA,17.7054861852526
1990,8,2,12,48.4,-60,"extratropical",NA,55,982,NA,NA,18.6410973040343
1990,7,31,0,10.1,-22.2,"tropical depression",NA,25,1014,NA,NA,42.2649934743744
1990,7,31,6,10.4,-23.3,"tropical depression",NA,25,1013,NA,NA,42.4455967944934
1990,7,31,12,10.8,-24.5,"tropical depression",NA,25,1013,NA,NA,41.7736843302134
1990,7,31,18,11.1,-25.6,"tropical depression",NA,25,1013,NA,NA,42.0031112417728
1990,8,1,0,11.5,-26.9,"tropical depression",NA,25,1013,NA,NA,39.6555590037212
1990,8,1,6,12.2,-28.3,"tropical depression",NA,25,1012,NA,NA,43.9745142674507
1990,8,1,12,13.4,-29.7,"tropical depression",NA,30,1012,NA,NA,33.2940459360382
1990,8,1,18,14.6,-31.2,"tropical depression",NA,30,1009,NA,NA,30.2390653921114
1990,8,2,0,15.4,-32.3,"tropical storm",NA,35,1005,NA,NA,32.3718199724399
1990,8,2,6,16.1,-33.5,"tropical storm",NA,45,1002,NA,NA,23.6020713118527
1990,8,2,12,16.7,-34.7,"tropical storm",NA,45,1000,NA,NA,22.3562810925138
1990,8,2,18,17.4,-35.9,"tropical storm",NA,45,1000,NA,NA,23.05728920584
1990,8,3,0,18.1,-37.1,"tropical storm",NA,45,1000,NA,NA,25.3785677055926
1990,8,3,6,18.8,-38.4,"tropical storm",NA,45,1000,NA,NA,25.7661152754767
1990,8,3,12,19.3,-39.7,"tropical storm",NA,45,1000,NA,NA,23.329160333634
1990,8,3,18,19.8,-40.8,"tropical storm",NA,45,1000,NA,NA,22.5527737112068
1990,8,4,0,20.4,-41.9,"tropical storm",NA,45,1000,NA,NA,21.5365566764949
1990,8,4,6,21.2,-42.8,"tropical storm",NA,45,1000,NA,NA,23.08987313729
1990,8,4,12,22,-43.5,"tropical storm",NA,45,1000,NA,NA,20.3376396373938
1990,8,4,18,22.8,-44,"tropical storm",NA,45,1000,NA,NA,21.8583798443536
1990,8,5,0,23.6,-44.5,"tropical storm",NA,45,1000,NA,NA,22.6392714941062
1990,8,5,6,24.4,-45.1,"tropical storm",NA,45,1000,NA,NA,21.3928945542722
1990,8,5,12,25.3,-45.7,"tropical storm",NA,45,1000,NA,NA,21.5220141861086
1990,8,5,18,26.1,-46.3,"tropical storm",NA,40,1002,NA,NA,29.4861830153557
1990,8,6,0,26.6,-46.7,"tropical storm",NA,40,1004,NA,NA,26.8487753623454
1990,8,6,6,26.8,-46.8,"tropical storm",NA,35,1006,NA,NA,25.6099768040105
1990,8,6,12,26.9,-46.8,"tropical depression",NA,30,1009,NA,NA,35.5250203630794
1990,8,6,18,26.9,-46.6,"tropical depression",NA,30,1011,NA,NA,32.1670488013318
1990,8,7,0,26.9,-46.4,"tropical depression",NA,25,1013,NA,NA,40.760214479056
1990,8,7,6,26.9,-46.3,"tropical depression",NA,25,1014,NA,NA,41.3773725429676
1990,8,7,12,26.8,-46.3,"tropical depression",NA,25,1016,NA,NA,38.2266937411993
1990,8,2,18,38,-23,"subtropical depression",NA,30,1015,NA,NA,35.269295167878
1990,8,3,0,38.3,-23,"subtropical depression",NA,30,1013,NA,NA,34.145893900378
1990,8,3,6,38.8,-23.1,"subtropical depression",NA,30,1010,NA,NA,33.6886747915609
1990,8,3,12,39.2,-23.3,"subtropical storm",NA,35,1009,NA,NA,26.2024223474043
1990,8,3,18,39.5,-23.9,"subtropical storm",NA,40,1006,NA,NA,26.7052462820595
1990,8,4,0,39.7,-25.3,"subtropical storm",NA,40,1005,NA,NA,27.2805647178964
1990,8,4,6,39.4,-27.3,"subtropical storm",NA,35,1006,NA,NA,25.9748389805974
1990,8,4,12,38.8,-29,"subtropical storm",NA,35,1006,NA,NA,31.220466496666
1990,8,4,18,38.1,-30.1,"subtropical depression",NA,30,1007,NA,NA,35.4307705379099
1990,8,5,0,37.6,-30.8,"subtropical depression",NA,30,1007,NA,NA,32.5076244349735
1990,8,5,6,37.3,-31.6,"subtropical depression",NA,30,1007,NA,NA,31.7696115691383
1990,8,5,12,37.1,-32.5,"subtropical depression",NA,30,1007,NA,NA,34.2081974715239
1990,8,5,18,37,-33.1,"subtropical depression",NA,25,1009,NA,NA,37.0572674878378
1990,8,6,0,37,-33.4,"subtropical depression",NA,25,1010,NA,NA,38.6373322017741
1990,8,6,6,37.1,-33.5,"subtropical depression",NA,25,1010,NA,NA,41.9484615422982
1990,8,6,12,37.2,-33.5,"subtropical depression",NA,25,1010,NA,NA,40.1831928295119
1990,8,6,18,37.5,-33.5,"tropical depression",NA,25,1010,NA,NA,41.8294071359457
1990,8,7,0,37.5,-33.7,"tropical depression",NA,25,1010,NA,NA,38.4403438843363
1990,8,7,6,37.4,-33.9,"tropical depression",NA,25,1008,NA,NA,40.1211483441278
1990,8,7,12,37.1,-34.2,"tropical depression",NA,25,1008,NA,NA,40.2292736816859
1990,8,7,18,36.9,-34.2,"tropical depression",NA,25,1008,NA,NA,39.9212538136157
1990,8,8,0,36.9,-34,"tropical depression",NA,30,1007,NA,NA,35.9353306980018
1990,8,8,6,37,-33.6,"tropical depression",NA,30,1007,NA,NA,31.8820518472358
1990,8,8,12,37.1,-33,"tropical depression",NA,30,1007,NA,NA,34.6310371822733
1990,8,8,18,37.4,-32,"tropical storm",NA,35,1005,NA,NA,29.4373232723859
1990,8,9,0,37.8,-30.8,"tropical storm",NA,35,1004,NA,NA,30.9528071807106
1990,8,9,6,38.5,-29.6,"tropical storm",NA,40,1003,NA,NA,21.4676719779621
1990,8,9,12,39.2,-28.6,"tropical storm",NA,35,1005,NA,NA,28.9400613021651
1990,8,9,18,39.6,-28.1,"tropical storm",NA,35,1006,NA,NA,26.4235045709803
1990,8,10,0,39.7,-27.7,"tropical storm",NA,35,1006,NA,NA,27.7152221188232
1990,8,10,6,39.6,-27.1,"tropical storm",NA,35,1007,NA,NA,26.6728329308418
1990,8,10,12,39.3,-26.1,"tropical depression",NA,30,1009,NA,NA,32.5879338582128
1990,8,10,18,39.1,-25,"tropical depression",NA,30,1010,NA,NA,35.3604661694798
1990,8,11,0,39,-23.8,"tropical depression",NA,30,1010,NA,NA,36.163220469034
1990,8,11,6,39,-22.9,"tropical depression",NA,30,1010,NA,NA,36.1691302262567
1990,8,11,12,39.1,-22,"extratropical",NA,30,1010,NA,NA,31.0946131111667
1990,8,11,18,39,-21.2,"extratropical",NA,30,1010,NA,NA,33.6045241307624
1990,8,12,0,38.9,-20.5,"extratropical",NA,30,1010,NA,NA,32.4372352115048
